job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
6565, Accounting Clerk ,"US, TX, AUSTIN",ACCT,28000-32000,"As the industry’s largest supply contracting company, Novation serves the purchasing needs of more than 65,000 VHA, UHC and Provista member organizations and their affilliates. Novation delivers unmatched supply savings and value through its sourcing services, as well as information and data services. Through its affiliation with VHA, UHC and Provista, Novation represents the largest purchasing volume in the industry more than $40 billion in annual purchases.To help our alliance members meet the needs of their communities, our mission is to deliver to them unmatched savings and value. One of the ways we deliver on our mission is by facilitating the introduction of products and services that are designed to help members drive sustainable results, improve quality and reduce costs.","Job DescriptionVerify, obtain approvals and pay invoices; bill and collect outstanding revenue in a timely, accurate manner in accordance with accounting policies and procedures.Potential Career PathStaff Accountant – Regional Accountant – ControllerEssential Job FunctionsPrepare cash discrepancy reports.Retrieve and process deposits in accordance with hotel standards.Maintain house bank and conduct transactions according to established processes and policies.Issue and redeem cashier banks and conduct audits as needed.Process petty cash receipts and reimbursements.Assist with credit-related activities, including processing of credit applications.Provide customers with accurate and timely invoices, statements, and schedules.Maintain an efficient collection process to include an organized filing and tracing system.Monitor guest ledger, advance deposit ledger and any other related ledgers to ensure proper internal control.Be aware of guest satisfaction scores and work toward increasing departmental and overall guest satisfaction.Follow sustainability guidelines and practices related to HHM’s EarthView program.Practice safe work habits to ensure safety.Perform other duties as requested by management.",High School diploma requiredProficient in using Excel.,"401K, HEALTHCARE PALNS AND MORE",0,1,1,Full-time,Associate,High School or equivalent,Accounting,Customer Service,1
998,EXECUTIVE SOUS CHEF,"MY, , ",,55000-65000,Le Meridien is situated in the heart of kuala lumpur's tourist centre. We provide and exciting and entertaining experience for people who are looking for a fresh and exotic challenge. Our restaurants offer one of the best cuisine made by wonderful and passion filled individuals. Come and experience true luxury with us and be changed forever.,"Responsible for assisting in the direction and administration of the planning, preparation, production and control of all culinary operations in the hotels continuing effort to deliver outstanding guest service and financial profitability.As Executive Sous Chef, you would be responsible for assisting in the direction and administration of the planning, preparation, production and control of all culinary operations in the hotel's continuing effort to deliver outstanding guest service and financial profitability. Specifically, you would be responsible for performing the following tasks to the highest standards:Assist the Executive Chef in the direction and oversight of all culinary operations, to include, but not limited to, preparation and production of all hotel meals, food quality and presentation, compliance with all safety and sanitation standards and regulation, team member productivity and performance, implementation of policies and procedures, cost controls and overall profitabilityAssist the Executive Chef by interacting with guests and clients to monitor and assess satisfaction trends, evaluate and address issues and make improvements accordinglyAssist the Executive Chef in creating and implementing menu selections for special banquet themes and events based on current food trends and regional tastes in partnership with the Executive Chef and Director of Food and Beverage, as neededEnsure compliance with federal, state, local and company health, safety, sanitation and alcohol awareness standardsMonitor and develop team member performance to include, but not limited to, providing supervision, conducting counseling and assisting with evaluations, training, scheduling and assigning work and delivering recognition and reward",,,0,1,0,Contract,Executive,,Hospitality,,1
10321,Marketing Director,,,,Massive Media is the social media company behind the successful digital brands #URL_18234f381f5e7b9a9ffdc727cd05c9046edffb45bce85533c8f9b6d0216e925e# and #URL_af2b2f34d003dd6238fb60ec002a2f9df551ec9f8c6df8c980fc4fd8d24cc707#. In November 2013 Massive Media bought and relaunched the social discovery platform Stepout. We enable members to meet nearby people instantly. Over 100 million people have joined our sites on web and mobile.,"We are looking for the right person to set up our London-based marketing team. Answer these questions to see if you are the one:Do you feel that you know what other people mean before they finish speaking? You surely will be able to understand our members!    Are you ready to position the #URL_af2b2f34d003dd6238fb60ec002a2f9df551ec9f8c6df8c980fc4fd8d24cc707# brand on the international arena?    Increasing brand awareness gives you a thrill?    Communication and Public Relations are your true hobby?    Do you feel that you know how to the increase traffic and revenue of #URL_af2b2f34d003dd6238fb60ec002a2f9df551ec9f8c6df8c980fc4fd8d24cc707#?    Can you make this happen, with your 2 direct reports?    Creating, executing and following up a Marketing Plan is a piece of cake for you? If you answered yes to all, we probably won't believe you. But please come and convince us!",,,0,1,1,,,,,,0
17717,Sales associate Home Security,"US, IL, chicago",sales,35000-75000,,"Sales (inside/outside)Data compilation of prospective sales leads. These leads usually come from various sources that we provide and those such as business directories, prospecting, and web sites to name a few. Sales persons typically travel regularly throughout their assigned territories to call on prospects and their accounts or work in a telemarketing role in inside sales.Through the use of displays and product samples the sales person focuses on the marketable aspect of the home security and telecommunications industry. They provide quotes, give the client the terms of credit and make installation preparation. Often times they work with the inside sales team and telemarketing group to make sure that account activities, and customer service related details are being taken care of. They help coordinate customer training, and the entry of customer data into the client relationship database.Applicant will assist in generating sales of products and data.Applicants should be aware of the booming home security industry and be willing to help protect our potential clients with our services as well as be timely and punctual for daily meeting and training.",prior sales exp with:CableInternetHome Security,profit sharingbonus,0,0,1,Contract,Associate,High School or equivalent,Marketing and Advertising,Sales,1
17778,Hiring Part-Time Workers (CASH PAYING),"US, CA, Los Angeles",,,,"Hiring Part-Time Workers (CASH PAYING)You can do it all from home, in your free time, at your own place.Spend 30 minutes or 1 hours a day &amp; Get biggest cash.You can work in the morning, afternoon, or at night.Perfect for everyone then start immediately.Can earn $400 to $450 extra per day.No any experience required.Zero start-up fee, Visit here:-#URL_7ebe37f71633be1b80547d6f213cb0075a63b6ced35281bfa5c067b5c685f04c#-rg.info",No any experience #URL_5a85681305d45d339fe029922fee6c08b4d9cd37e7636890b644d90489b4093a# any experience required.,,0,0,0,Part-time,,,,,1
17537,Data Entry,"US, MD, BALTIMORE",,,,"A medical company is seeking a Data Entry/Office Admin person. This is a full time position  Job Description: • Data Entry of invoices • Assist in Billing and Receivables • Perform a combination of clerical tasks to support office • Office filing • Answering phone calls • Create and maintain a/p, customers and contractors files • Respond to e-mails, phone and inquiries • Other duties upon request Requirements: • Microsoft Office experiences a Must! (Outlook, Word, Excel) • QuickBooks knowledge a Must! • Advanced computer experience -- a plus • Demonstrate a strong attention to detail • Good Oral and Written communication skills • Ability to work in a fast paced environment • Ability to work in a Team environment • Must be punctual and reliablethe job pays $25/hr",,,0,0,0,Full-time,Entry level,Unspecified,Medical Devices,Administrative,1
5838,Customer Support Star,"NZ, N, Wellington",,,"Mobi2Go is an integrated online and mobile food ordering platform providing unique customer ordering solutions for the hospitality industry and facilitates millions of dollars a month in revenue for clients around the world and had processed over 2.5 million orders for the clients such of HELL Pizza, Habitual Fix and The Pita Pit and Burger Wisconsin. #URL_0276cb03b5d88c4139592252f3f622d9d90472729d3e227316d58d04754842da#The EnvironmentWe want you to be at the top of your game. You can wear whatever clothing you like, start work late in the morning, take breaks whenever you want and generally work the way you want to work. Who we're looking forMobi2Go is looking for people to push the boundaries. We are a hard working professional team punching above our weight on the global stage, and we are looking for people who thrive in a collaborative open environment. We want passionate, hard working, talented individuals that want to lead in their field.","Do you have the knack for solving problems? Do you live your life online? Can you translate technical jargon into easy to understand language?How would you like to be part of a fast growing tech startup delivering innovative solutions to the hospitality industry globally?Mobi2Go is a web product offering online and mobile ordering to restaurants and cafes. Chances are you've already used Mobi2Go. Our customers include some of New Zealand's biggest brands including HELL Pizza, The Pita Pit, Habitual Fix and Burger Wisconsin. Our customer base is growing rapidly and we need to give our users the best technical support possible.That's why we need you!We are no ordinary company, so we're not looking for the ordinary candidate. Technical, web, hospitality, help desk or customer service experience are all valuable. Some exposure to HTML and CSS is desired, but, not required. Above all, we want to see a passion for web technology, a desire to learn, a sense of humour, and above all, an empathy for the needs and challenges of our customers.","Skills that may come in handy:Good grasp of Google Apps (Gmail, docs)Good written EnglishKnow your way round a spreadsheetWeb content creation experienceExperience in hospitalityKnowledge of HTML / CSS",,0,1,1,Full-time,,,,,0
4020,Director of Marketing,"US, GA, Atlanta",Marketing,,"If you’re looking to start a career at a fast-paced, innovative company with tons of opportunity, then look no further than eCommHub. We are one of the fastest growing companies in Atlanta and are always looking for motivated and talented individuals to join our team.We are a venture-backed company including $3MM in investment from top-tier investors like Sig Mosley, Sigma Prime, and UPS. We are located in the heart of midtown Atlanta, with our office being in prime walking distance (don't worry, we have parking!) to many local venues, bars, and eateries (we're near the Fox Theatre and Georgia Tech).Working at an early-stage company like eCommHub as we go through our growth phase is a rare opportuntity that not many people get to experience in their careers. You will get exposure to the different areas of the busineses from sales, support, engineering, marketing, and more. We strongly believe in each person having ownership of their area and integrity is the backbone of our culture. If there's one thing we can guarantee, it's that you will not find a better learning experience anywhere else (and it will be the ride of your life).If that's not enough, check out our excessive benefits:Competitive salary WITH stock option packagesHealthcare coverage and insurance options (health, vision, AND dental)Short-term and Long-term Disability Premiums (not every company does this)401(k) programAn allowance for gear you need to be productive (e.g. MacBook Pro, huge monitor)Catered lunches once a weekPaid vacation and flexible working hoursGym membership allowanceCompany sponsored tech talks and happy hoursOpportunity to meet the best advisors and mentors in the industry","Proven success in a marketing leadership role of a web-based business.  Such experience would include a demonstrated ability to develop, launch and track successful campaigns that drive lead generation and product awareness.Previous marketing experience with cloud-based, ecommerce and/or software as a service (SAAS) businesses is preferred.Ability to work with sales teams to create and constantly refine engaging sales pitches, collateral and product demos to accelerate revenue growth is a must.Expertise in SEO/SEM and digital marketing (e.g. social media, A/B testing, landing page optimization, etc) strategies is a must.Experience with widely-used CRM systems (e.g. #URL_8d92932a488fb7e172d73a0f6813d06d464f1f03705d2825f86b2c7947d60a86#, Sugar, etc.) and marketing automation tools (e.g. HubSpot, Pardot, Marketo, etc) is preferredThe desired individual will excel at presenting the Company’s value proposition in a compelling and easy to understand manner.  Ability to analyze competition and continually refine the Company’s positioning to outpace competitors is desired.Individual must be highly data-driven, with experience engineering campaigns in a way that effectiveness can be tracked, measured, and compared against key metrics.Proven track record of developing and managing all externally facing content on the Company’s website that drives demand generation and traffic is critical.  Demonstrated ability to design strategies to maximize conversion of website visitors to paying customers is highly desired. The ideal candidate will be a high-energy, driven, charismatic individual with a proven ability to succeed as part of a senior leadership team.  Innovative, creative and resourceful are important personal attributes.  The Marketing Leader must also have exceptional written skills.  Importantly, the candidate must thrive in fast-paced, rapidly changing environments typical of an early stage, high-growth enterprise.  The individual must be a team player and a hands-on business leader.",Bachelor’s degree or equivalent is preferred.,"Competitive salary WITH stock option packagesHealthcare coverage and insurance options (health, vision, AND dental)Short-term and Long-term Disability Premiums (not every company does this)401(k) programAn allowance for gear you need to be productive (e.g. MacBook Pro, huge monitor)Catered lunches once a weekPaid vacation and flexible working hoursGym membership allowanceCompany sponsored tech talks and happy hoursOpportunity to meet the best advisors and mentors in the industry",0,0,1,Full-time,Director,Bachelor's Degree,Computer Software,Marketing,0
7585,Python Software Engineer,"GB, LND, London",,50000-80000,"Yoyo has built a platform the creates better relationships between retailers and consumers. Our consumer app seamlessly blends payment, loyalty and discovery done right, and our set of retailer tools allows retailers to bring their customers in the door more often with timely and relevant offers.We're a one-year-old marketing and technology startup founded by senior executives from Visa, PayPal and Zopa. We’ve raised over $5 million dollars in funding from institutional investors, strategic investors such as Telefonica, as well as super angel investors from the payment and retail sectors.We're a group of 20 passionate and talented engineers, entrepreneurs, designers and marketers. We're growing and we're looking for amazing people to join our team. Apply to any of the positions below, or if nothing fits your skills, email us at #EMAIL_7ce49be16f9e66439919f1c47a528335d3333bba509ffccb7866380bb8cc171e#.","Learn more about us on AngelList and our website. Also, check out our new video for retailers. If you want to chat about the role, email us at #EMAIL_ccd017a51dd457f3999b046ffe35be4dbf39ad1793de8d7fd35c85cb6f4e5745#. Yoyo is hiring Python software engineers to join our backend-team to work on data and infrastructure. We’re working on some of the following engineering problems (and you can be part of the solutions):implementing real-world applications for machine learningdelivering sub-one-second response times at the point-of-salereducing risk and fraud of payments and transactionsprocessing high volumes of atomic and ordered transactionsmaking sense and organising transactional and purchase datausing hardware to augment the consumer experience--Our service-oriented architecture is built to support real-time, high-availability and high-volume transactions that consistently delivers sub-one-second response times at the point-of-sale. We regularly use bleeding edge, open-source technologies to solve problems and we also actively contribute to open-source initiatives and standards.Working with more than 10 major universities and 15 well-known high-street names, we’re focused on being an agile and collaborative team, without too much process getting in the way. From continuous integration and peer-based code reviews, to internal hack days and regular two-week sprints, we’re always exploring new ways to work.With 30,000 transactions being processed each month and 15% of consumers choosing to pay with Yoyo instead of using cash or payment cards, you can work on real world problems that millions of consumers will use. We own the entire technology stack and give engineers the freedom to decide what technologies and tools to use — and how to implement scalable solutions.Our backend stack includes, but is not limited to: Python, Django, Event messaging and RESTful APIs, Micro-Services Oriented Architecture, PostgreSQL, DynamoDB, RabbitMQ, Celery, Puppet, Fabric, Docker and is hosted on AWS. ","Have 2 to 5 years experienceHave built and maintained real-world productsHave experience creating and a solid understanding of RESTful servicesHave a grasp of the entire web and mobile stackDemand code to be well-tested and believe in the benefits of testingHave worked with Agile development and continuous deployment methodologiesWant to be part of a young, growing and ambitious team","Very competitive salary and equity packagesRelocation support if you’re joining us from abroadChoose your own hardware and software tools within a generous budgetWork in a collaborative, flexible, open-minded and flat organisationWork on challenging real-world problems that you can take ownership ofBuild something today and see it in people’s hands tomorrow",0,1,1,Full-time,Mid-Senior level,Unspecified,Computer Software,Engineering,0
17747,Network Marketing,"US, CA, ",,7200-1380000,,"Are you looking to make anywhere from 600-115,000$ a month? Are you looking to be paid to take vacations? Are you tired of working a 9-5 with no ability to grow in your field. Do you want to be your own boss and set your own schedule of when you work? If you answer yes to any of these than we have the perfect opportunity for you. Our company is based on 3 principles 1.Saving Money 2.Making Money 3.Managing Money. We offer financial soulutions to help you live financially free while making money showing others. We have over 5,800 national brand retailers where we recieve discounts.","An ambition to succeed, A desire to be the best at our field and not be discourage when people turn you down. If you have these qualities than you are perfect for this business","Residual Income, Travel dollars, Car Dollars, the ability to rise in pay grade rapidly as long as you put in the work you will see results",0,0,0,Full-time,Not Applicable,Unspecified,Marketing and Advertising,,1
7663,Data Entry Office Support,"US, MI, Detroit",,,,"We are seeking individuals to be connected with companies who are hiring employees directly to work from their homes. You will find both full-time and part-time opportunities in a variety of career fields including but not limited to: data entry, customer support, billing, typing, and administrative.These positions guarantee wages ranging from $12 per hour up to six figure salary. This includes bonuses, benefits, and flexibility over your work schedule.Legitimate work from home jobs are going to require that you have skills relevant to the position you’re applying for. Training is provided based on the position.",Home Office SuppliesComputer with internet accessQuiet work area away from distractionsMust be able to work independently and get the job done with little guidance.,,1,0,0,,Entry level,Some High School Coursework,,Administrative,1
2267,Data Entry Admin/Clerical Positions - Work From Home,"US, CA, Vallejo",,,,ACCEPTING ONLINE APPLICATIONS ONLYClick Here To Apply This is a Full Time Temporary Position Lasting for 2 yearsDescriptionValidate and review legal contractual agreements for customers Input contract into contract databases All contracts completed &amp; reviewed within per-determined service level agreement Professional e-mail interaction with customers Scanning and uploading of documents QualificationsHigh School Diploma or Equivalent Professional Communication Skills via e-mail interactionDedicated to the needs of the business Project management skills to assist in facilitating multiple contract rejects Detail oriented Able to multi-taskAbility to work with time sensitive documents Must be able to work independently but able to perform in a team environment when needed. Fast and accurate typist ACCEPTING ONLINE APPLICATIONS ONLYClick Here To Apply,,,0,0,0,,,,,,1
5810,Data Intern - Retail & Apparel Analysis,"GB, LND, London",Fashion:Internships,14000-14000,"We build software for fashion retailers, to help them make the right commercial decisions about what to sell, and how to price it. Fashion is the 4th biggest industry in the world, so this is actually a huge problem economically, as well as environmentally for everyone in the world. The Guardian called us one of the 20 hottest London startups, and we're a quickly growing team, with a product used by some of the best retailers in the world, and we're backed by the smartest investors in Europe, the same ones who backed Etsy, Dropbox, ASOS and Net-a-Porter.","About EDITDEDITD’s software is the market leader in real-time analytics of pricing, assortment, and deep product metrics for apparel professionals in merchandising, buying, trading and strategy. We’ve been ranked in the top 10 style innovators worldwide alongside Nike by Fast Company.  We're a quickly growing team, with a product used by some of the best retailers in the world, and we're backed by the smartest investors in Europe, including Index Ventures, who backed Etsy, Dropbox, ASOS and Net-a-Porter.The jobWe're looking for a graduate intern with a good knowledge of fashion and garment terminology, an eye for trends and a good understanding of the retail landscape. Commercial awareness and grasp of the zeitgeist is essential.The candidate should have a high level of attention to detail, be computer literate and have excellent written and verbal communication skills. Ideally, you're the kind of person who people you know would consider to be a fast learner, and you pride yourself on your analytical approach and problem-solving abilities.This is a graduate intern level position, and as we're a growing company it follows that many opportunities will present themselves for you to further your career.  You will have hands on experience with real time market analytics and a deep insight into the market defining and leading EDITD product. You will contribute to the development of our tools, and help maintain parts of them. You will have the opportunity to work with different areas of the company and play an integral role in the data team. The internship will run for 3 months, but in certain circumstances we may be in a position to convert this role into a full-time position, as we have with many former internships. The salary will be around £14,000 per annum.",,,0,1,1,Other,Internship,,Apparel & Fashion,,0
8543,Front-End Developer,"US, NY, Brooklyn",,60000-75000,"H1 Studio is a web and mobile design, branding, and development studio in Brooklyn. H1 Studios has worked with a number of leading companies and growing startups to create unique and engaging digital experiences. Our clients include Heroku, #URL_99ff7d831a962ee44e093fdfff5cdcc0598fa3730cb75323d4621f5c1b9d41b6#, Salesforce Marketing Cloud, Offerpop, ExactTarget, iHeartRadio, Quirky, Rdio, #URL_8f1ad91d455ea280b4af6708ffa9d52b97a23523a54563036e6f53e7d6a8c8ae#, and many more. We believe in design excellence above all else. Our services range from UI/UX for Web and Mobile apps to Design for online home pages and marketing-focused websites. ","H1 Studios is seeking a Front-End Developer to join our small but awesome team.  We are studio located in Brooklyn, New York with a focus on Web, User Interface, and User Experience Design.  We work with some pretty great companies including Heroku, #URL_99ff7d831a962ee44e093fdfff5cdcc0598fa3730cb75323d4621f5c1b9d41b6#, Offerpop, iHeartRadio, Quirky, and Rdio.We're looking for a developer who is passionate about creating beautiful and usable products.  Someone who strives in perfection in the code as much as the finished product.  You will be working closely with our team internally as well as external players.  We are looking for someone who can think several steps ahead and is able to communicate and work towards solutions rather than stall out when issues are encountered.  Most importantly we are looking for someone with a great personality and who is eager to gain experience and grow their skills.  Maybe you’re the right fit for the team?Job ResponsibilitiesDevelopment of Website and Web Application Front-end Architecture and Styling.Accurate time estimates for workActively improving and contributing to the companies development standards and front-end toolbelt.Continued immersion in the latest industry standards, trends, and key issues.Effective communication with team members and clients, with a focus on project requirements, capabilities, and schedule.Lead project meetings related to your workExplore and incorporate new and emerging development trendsAbility to learn new frameworks and coding techniques as part of and in advance of projects that require them.","Ability to write standards-compliant HTMLIntermediate level or higher mastery of CSSFamiliar with LESS and/or SASSDetail-oriented coding practices (syntax, naming conventions, comments, etc…)Ability to develop across browsers and platformsIntermediate level or higher experience with jQueryCapable of using jQuery and/or CSS to creative rich/interactive/animated contentAppreciation for Web Accessibility and how that should translate to code.Experience with Versioning Control (Git, SVN)Appreciation for great designMusic loverDetail-orientedFamiliar with Adobe Photoshop and Illustrator(BONUS) Experience with backend/server-side frameworks (e.g. Wordpress, Code Ignitor, Ember, Angular, etc…) to creative interactive, dynamic, data-driven web-pages and applications.(BONUS) Background in web/app design",Competitive Salary401K with Employer MatchHealth InsuranceDental InsuranceCool office in Williamsburg with amazing rooftop view of ManhattanSmall but fun teamPets welcomeSnacks and amazing coffee dailyPick your Tech Gear,0,1,1,Full-time,Entry level,Unspecified,Design,Engineering,0
352,Digital Product Designer,"AU, NSW, Sydney",,80000-110000,Balanced Labs exists to provide accountants and small businesses everywhere with a better life through intelligent and elegant tools.,"Balanced Labs is a brand new, well-funded company with teams in San Francisco and Sydney. We are creating new tools for modern accountants and the customers they serve. Designing software for web, mobile, tablet, desktop, maybe even your refrigerator if you can make a good argument for it. We have lots of ideas—some of them rather ambitious—and that's where you come in.We're looking for a solid digital product designer to work directly with the VP of Design in Sydney, bashing around ideas to come up with the best damn things we can. From sketching, prototyping concepts, testing with real people, and iterating refined visual designs, you will cover all aspects of designing a new product and working with the team to bring it to market.This is a rare opportunity to start on a product from the very beginning so you'll be able to significantly influence the direction, visual style and outcome.","You'll need to illustrate robust design thinking, and sound interaction and visual design ability. Some understanding of code would be a plus.","We offer great salaries, share options, and a flexible approach to work hours and environment.",0,1,1,Full-time,,,Design,Design,0
17790,customer service rep,"US, CA, sacremento",,,,customer service reps needed asap ,,will explain on phone interview ,0,0,1,,,,,,1
3774,Maintenance - Refrigeration Tech,"US, CA, Modesto",,45000-55000,"With over 30 years of experience in the industry, Mercer Foods has been providing superior quality freeze dried foods and ingredients to clients around the world for two generations. Our dedication to stringent quality control and complete customer satisfaction are the core of our company tradition, allowing us to provide our clients with the best freeze dried foods on the planet.Here at Mercer Foods, you will find ultra-modern facilities, uncompromising quality assurance programs, complete compliance with freeze dried food standards, and innovative technologies that include everything from sustainable energy practices to automated sanitation and allergen removal.Mercer Foods proudly provides a comprehensive list of products and services for our clients around the world. From total menu and ingredient control to fully customized retail packaging services to a global shipping network that delivers your freeze dried foods reliably and consistently, Mercer Foods spares no expense in ensuring your complete satisfaction.In addition, Mercer Foods employs an integrated research and development team that can help you map out a production and delivery schedule tailored to your specific needs. From organic freeze dried fruits and vegetables to specially prepared and packaged bulk freeze dried foods and ingredients, Mercer utilizes innovative technologies and techniques to ensure prompt and accurate delivery of your product.Quality, sustainability, and service have been the hallmarks of Mercer Foods since our inception, and our ongoing commitment to perfecting our freeze drying process has solidified our reputation as a leader in the freeze dried foods industry.Mercer Foods is an equal opportunity employer. We take pride in the diversity of our staff, and seek diversity in our applicants.","Job Title: Maintenance Worker – Refrigeration TechDepartment: MaintenanceReports to: Maintenance SupervisorSchedule: As Posted - Overtime as needed.ESSENTIAL DUTIES AND RESPONSIBILITIES: Responsible for performing highly diversified duties to install, troubleshoot, repair and maintain production and facility equipment according to safety, predictive and productive maintenance systems and processes to support the achievement of the site’s business goals and objectives.Primary duties and responsibilities:Perform highly diversified duties to install and maintain production machines and the plant facility’s equipment.Provide emergency/unscheduled repairs of production equipment during production and performs scheduled maintenance repairs of production equipment during machine service.Perform simple machinist duties and responsibilities.Perform mechanic skills including, but not limited to, mechanical, electrical, pneumatic, hydraulic, troubleshooting and repair of production machines.Read and interpret equipment manuals and work orders to perform required maintenance and service.Diagnose problems, replace or repair parts, test and make adjustments.Perform regular preventive maintenance on machines, equipment and plant facilities.Perform a variety of maintenance functions.Use a variety of hand and power tools, electric meters and material handling equipment in performing duties.Detect faulty operations, defective material and report those and any unusual situations to proper supervision.Comply with safety regulations and maintain clean and orderly work areas.Participate in maintenance and upkeep of refrigeration system.Perform all other duties as assigned or needed.Must be highly motivated and able to work independentlyPerform on-call responsibilities as required.Education, prior work experience and specialized skills and knowledge:  Requires a high school diploma/GED and completion of a craft apprenticeship, or an equivalent number of years of education and production maintenance experience; an AA degree in mechanical, electrical, or industrial maintenance a plus; 4+ years of manufacturing experience; strong hydraulic, pneumatic, mechanical and industrial skills with some ammonia / refrigeration and HVAC.Physical environment/working conditions: The position is a manufacturing setting and could involve sitting, standing, walking and lifting for long periods of time throughout the day. Unrestricted visual and audio abilities are required for the safety of all employees. The ability to lift up to 60 lbs. is required. Equipment and Machinery used: MultipleOther (e.g., customer contact or access to confidential information): Must be able to work as part of a team, in extreme temperatures, and various shifts.",,,0,1,0,Full-time,Associate,Associate Degree,Food Production,Manufacturing,0
11221,M16 9HQ Warehousing Apprenticeship Under NAS 16-24 year olds,"GB, MAN, Old Trafford",,,"Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles.We also are official re-sellers for The Institute of Recruiters/ Study Course professional courses in HR Practice, In-House Recruitment and Agency RecruitmentIt is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job.We work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career.We have great relationships with a number of national training providers to ensure we can cover any apprenticeship available.  ","This is fantastic opportunity for someone wanting to start their career in Warehousing.During the first 12 months you will work towards a Level 2 Warehouse NVQ and then be kept on in a permanent position.You will be working for a Distribution company and the role will involve: ·         Assisting fork lift truck drivers with order picking·         Moving pallets using a pump truck·         Wrapping pallets·         Counting stock received·         Palletising stock·         Preparing pallets for despatch·         Unloading cartons from containers·      General house keepingWe are looking for enthusiastic, dedicated individuals to join our warehouse team. Ideal candidates will be interested in working in a warehouse, and eager to learn new skills to develop within this sector.If you are honest and hard working send your CV to #EMAIL_0e92123d11734167533acc44a2e74ffac0b6f56d256225a89769e0641a3d1aee#",Government funding is only available for 16-18 year olds as this job is an apprenticeship. ,Future Prospects,0,1,0,Full-time,Internship,High School or equivalent,Warehousing,,0
13788,Web Developer,"US, IN, bloomington",,,"We run #URL_34e817f2a402b90fa03423a629596c1d7d48cd15c859b303842003275d56829c#, a SaaS form management solution that helps businesses and professionals create online forms, and collect data without the need for technical skills, or IT.We're bootstrapped, profitable, growing rapidly, and hiring employee #10 and beyond!We embrace remote work. Our team is spread across 3 different countries. You're welcome of course to move to Bloomington, Indiana, where the majority of the team is located. It's been named one of the best cities for doing business and perhaps more importantly, is the #7 in the US for best places to bike!We run a lean operation with an impressive roster of customers, so your work will not go unnoticed. Everything you'll work on will make our customers happier and give us a better competitive edge.As so many customers depend on our service, and as our team grows, we also value process-oriented people who can help us make our product even more reliable and easier to maintain.","We’re looking for talented and passionate developers to help improve and expand our web-based application, #URL_34e817f2a402b90fa03423a629596c1d7d48cd15c859b303842003275d56829c#.The ideal candidate can craft code that is robust and easy to maintain, switch between back-end and front-end development, and keep usability and user experience in mind at all times.You’ll work on our LAMP stack, and occasionally on new projects with a clean slate, for which you’ll help pick the best technologies, architecture, and tools.You’ll work autonomously or with the team depending on the project, and will get many opportunities to share, teach, and learn from your coworkers.Your work will get in front of tens of thousands of users and help make data collection easier for a lot of people, from schools enrolling students to large corporations improving their business processes.Position is full-time, in Bloomington, Indiana or remote.",,,1,1,0,Full-time,,,Information Technology and Services,Information Technology,0
4773,Urgently Required J2EE Developer for  Bahrain,"BH, , ",Information Technology ,,,"Greetings from VAM SYSTEMS…..VAM SYSTEMS is a Business Consulting, IT Solutions and Services company with operations in UAE, Qatar, Bahrain, USA, Australia, Singapore &amp; India. We offers a comprehensive list of services in the field of IT infrastructure management, Cloud services, IT Consulting Services, Banking, Management Resources, Information Technology Development, Telecom, Aviation, Retail Management &amp; eGovernment offeringsVAM SYSTEMS is currently looking for J2EE Developer for our Bahrain operations .Education Bachelor’s degree in computer science / IT.J2EE Certification.Terms and conditions: Joining time frame:   immediate (maximum 2 weeks)The selected candidates shall join VAM SYSTEMS – Bahrain and shall be deputed to one of the leading Organizations in Bahrain.Should you be interested in this opportunity, please send your latest resume in MS Word format at the earliest at #EMAIL_b08cf5e4101b4b7b7594fe3081f94f7f9a0f2d6192fb5d4a1a72ecf03c816e83#  or call us +91 #PHONE_df058aa8cbf405b99c6fc6459e7085be12bce0e56bcafe7d52281b99685a4a0f#.  ","Skillset required:2-3 years of J2EE experienceExperience of Requirements GatheringExperience in RDBMS and JDBC, jBOSS, WebSphere, EJB,SOA ,Linux, LDAP, Design Patterns, Methodologies (e.g Agile, Waterfall)Strong support experience in websphere Portal.Should have experience in payment systems.Development in a load-balanced environmentStrong analytical skillsExcellent written and communication skillsResponsibilities: Undertake development work on new and existing applicationsInvolve/support formal analysis of user requirements with regard to new and existing systems, and to provide appropriate design documentationEnsure the developed software is robust and meets the user’s functional requirementsEnsure the developed software has undergone unit and system testing prior to handover to the Testing and Integration TeamInvolve support the estimation, design and impact analysis for the tasks that have been delegated to the team.Involve/support proactively with an environment of closely managed projects, providing regular task updates and supporting project management processes.Design and develop enterprise-scale applications on Java/J2EE Platform in accordance with agreed standards and proceduresSupport and maintain developed applications in line with predefined service levels ",,0,0,1,,,,,,1
